text,sentiment,source
the scallop dish is quite appalling for value as well,negative,yelp
2 times very bad customer service,negative,yelp
the sweet potato fries were very good and seasoned well,positive,yelp
today is the second time i've been to their lunch buffet and it was pretty good,positive,yelp
there is so much good food in vegas that i feel cheated for wasting an eating opportunity by going to rice and company,negative,yelp
coming here is like experiencing an underwhelming relationship where both parties can't wait for the other person to ask to break up,negative,yelp
walked in and the place smelled like an old grease trap and only 2 others there eating,negative,yelp
the turkey and roast beef were bland,negative,yelp
this place has it,positive,yelp
the pan cakes everyone are raving about taste like a sugary disaster tailored to the palate of a six year old,negative,yelp
i love the pho and the spring rolls oh so yummy you have to try,positive,yelp
the poor batter to meat ratio made the chicken tenders very unsatisfying,negative,yelp
all i have to say is the food was amazing,positive,yelp
omelets are to die for,positive,yelp
everything was fresh and delicious,positive,yelp
in summary this was a largely disappointing dining experience,negative,yelp
it's like a really sexy party in your mouth where you're outrageously flirting with the hottest person at the party,positive,yelp
never been to hard rock casino before will never ever step forward in it again,negative,yelp
best breakfast buffet,positive,yelp
say bye bye to your tip lady,negative,yelp
we'll never go again,negative,yelp
will be back again,positive,yelp
food arrived quickly,positive,yelp
it was not good,negative,yelp
on the up side their cafe serves really good food,positive,yelp
our server was fantastic and when he found out the wife loves roasted garlic and bone marrow he added extra to our meal and another marrow to go,positive,yelp
the only good thing was our waiter he was very helpful and kept the bloddy mary's coming,positive,yelp
best buffet in town for the price you cannot beat it,positive,yelp
i loved their mussels cooked in this wine reduction the duck was tender and their potato dishes were delicious,positive,yelp
this is one of the better buffets that i have been to,positive,yelp
so we went to tigerlilly and had a fantastic afternoon,positive,yelp
the food was delicious our bartender was attentive and personable and we got a great deal,positive,yelp
the ambience is wonderful and there is music playing,positive,yelp
will go back next trip out,positive,yelp
sooooo good,positive,yelp
real sushi lovers let's be honest yama is not that good,negative,yelp
at least 40min passed in between us ordering and the food arriving and it wasn't that busy,negative,yelp
this is a really fantastic thai restaurant which is definitely worth a visit,positive,yelp
nice spicy and tender,positive,yelp
good prices,positive,yelp
check it out,positive,yelp
it was pretty gross,negative,yelp
i've had better atmosphere,negative,yelp
kind of hard to mess up a steak but they did,negative,yelp
although i very much liked the look and sound of this place the actual experience was a bit disappointing,negative,yelp
i just don't know how this place managed to served the blandest food i have ever eaten when they are preparing indian cuisine,negative,yelp
worst service to boot but that is the least of their worries,negative,yelp
service was fine and the waitress was friendly,positive,yelp
